audit_index,dataset_index,file_name,family,level,parameter,action_and_rationale_labels_still_applicable,scene_semantics_preserved,review_notes
10,491,a6b73c03-a4eff278_1.jpg,brightness,4,1.3,,,
10,491,a6b73c03-a4eff278_1.jpg,blur,1,0.5,,,
10,491,a6b73c03-a4eff278_1.jpg,blur,2,1.0,,,
10,491,a6b73c03-a4eff278_1.jpg,blur,3,1.5,,,
10,491,a6b73c03-a4eff278_1.jpg,blur,4,2.0,,,
10,491,a6b73c03-a4eff278_1.jpg,noise,1,2.5,,,
10,491,a6b73c03-a4eff278_1.jpg,noise,2,5.0,,,
10,491,a6b73c03-a4eff278_1.jpg,noise,3,7.5,,,
10,491,a6b73c03-a4eff278_1.jpg,noise,4,10.0,,,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,1,1.05,,,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,2,1.1,,,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,3,1.2,,,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,4,1.3,,,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,1,0.5,,,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,2,1.0,,,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,3,1.5,,,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,4,2.0,,,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,1,2.5,,,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,2,5.0,,,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,3,7.5,,,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,4,10.0,,,
12,607,940d3f64-5374505f_3.jpg,brightness,1,1.05,,,
12,607,940d3f64-5374505f_3.jpg,brightness,2,1.1,,,
12,607,940d3f64-5374505f_3.jpg,brightness,3,1.2,,,
12,607,940d3f64-5374505f_3.jpg,brightness,4,1.3,,,
12,607,940d3f64-5374505f_3.jpg,blur,1,0.5,,,
12,607,940d3f64-5374505f_3.jpg,blur,2,1.0,,,
12,607,940d3f64-5374505f_3.jpg,blur,3,1.5,,,
12,607,940d3f64-5374505f_3.jpg,blur,4,2.0,,,
12,607,940d3f64-5374505f_3.jpg,noise,1,2.5,,,
12,607,940d3f64-5374505f_3.jpg,noise,2,5.0,,,
12,607,940d3f64-5374505f_3.jpg,noise,3,7.5,,,
12,607,940d3f64-5374505f_3.jpg,noise,4,10.0,,,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,1,1.05,,,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,2,1.1,,,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,3,1.2,,,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,4,1.3,,,
13,649,8e0572f0-7330c6d6_3.jpg,blur,1,0.5,,,
13,649,8e0572f0-7330c6d6_3.jpg,blur,2,1.0,,,
13,649,8e0572f0-7330c6d6_3.jpg,blur,3,1.5,,,
13,649,8e0572f0-7330c6d6_3.jpg,blur,4,2.0,,,
13,649,8e0572f0-7330c6d6_3.jpg,noise,1,2.5,,,
13,649,8e0572f0-7330c6d6_3.jpg,noise,2,5.0,,,
13,649,8e0572f0-7330c6d6_3.jpg,noise,3,7.5,,,
13,649,8e0572f0-7330c6d6_3.jpg,noise,4,10.0,,,
14,736,4e5fe720-b1675c15_1.jpg,brightness,1,1.05,,,
14,736,4e5fe720-b1675c15_1.jpg,brightness,2,1.1,,,
14,736,4e5fe720-b1675c15_1.jpg,brightness,3,1.2,,,
14,736,4e5fe720-b1675c15_1.jpg,brightness,4,1.3,,,
14,736,4e5fe720-b1675c15_1.jpg,blur,1,0.5,,,
14,736,4e5fe720-b1675c15_1.jpg,blur,2,1.0,,,
14,736,4e5fe720-b1675c15_1.jpg,blur,3,1.5,,,
14,736,4e5fe720-b1675c15_1.jpg,blur,4,2.0,,,
14,736,4e5fe720-b1675c15_1.jpg,noise,1,2.5,,,
14,736,4e5fe720-b1675c15_1.jpg,noise,2,5.0,,,
14,736,4e5fe720-b1675c15_1.jpg,noise,3,7.5,,,
14,736,4e5fe720-b1675c15_1.jpg,noise,4,10.0,,,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,1,1.05,,,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,2,1.1,,,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,3,1.2,,,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,4,1.3,,,
15,816,a4b35e35-1ff0de52_1.jpg,blur,1,0.5,,,
15,816,a4b35e35-1ff0de52_1.jpg,blur,2,1.0,,,
15,816,a4b35e35-1ff0de52_1.jpg,blur,3,1.5,,,
15,816,a4b35e35-1ff0de52_1.jpg,blur,4,2.0,,,
15,816,a4b35e35-1ff0de52_1.jpg,noise,1,2.5,,,
15,816,a4b35e35-1ff0de52_1.jpg,noise,2,5.0,,,
15,816,a4b35e35-1ff0de52_1.jpg,noise,3,7.5,,,
15,816,a4b35e35-1ff0de52_1.jpg,noise,4,10.0,,,
16,857,1a02dda3-a8074b35_1.jpg,brightness,1,1.05,,,
16,857,1a02dda3-a8074b35_1.jpg,brightness,2,1.1,,,
16,857,1a02dda3-a8074b35_1.jpg,brightness,3,1.2,,,
16,857,1a02dda3-a8074b35_1.jpg,brightness,4,1.3,,,
16,857,1a02dda3-a8074b35_1.jpg,blur,1,0.5,,,
16,857,1a02dda3-a8074b35_1.jpg,blur,2,1.0,,,
16,857,1a02dda3-a8074b35_1.jpg,blur,3,1.5,,,
16,857,1a02dda3-a8074b35_1.jpg,blur,4,2.0,,,
16,857,1a02dda3-a8074b35_1.jpg,noise,1,2.5,,,
16,857,1a02dda3-a8074b35_1.jpg,noise,2,5.0,,,
16,857,1a02dda3-a8074b35_1.jpg,noise,3,7.5,,,
16,857,1a02dda3-a8074b35_1.jpg,noise,4,10.0,,,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,1,1.05,,,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,2,1.1,,,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,3,1.2,,,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,4,1.3,,,
17,869,13ca08ab-193c7e8c_1.jpg,blur,1,0.5,,,
17,869,13ca08ab-193c7e8c_1.jpg,blur,2,1.0,,,
17,869,13ca08ab-193c7e8c_1.jpg,blur,3,1.5,,,
17,869,13ca08ab-193c7e8c_1.jpg,blur,4,2.0,,,
17,869,13ca08ab-193c7e8c_1.jpg,noise,1,2.5,,,
17,869,13ca08ab-193c7e8c_1.jpg,noise,2,5.0,,,
17,869,13ca08ab-193c7e8c_1.jpg,noise,3,7.5,,,
17,869,13ca08ab-193c7e8c_1.jpg,noise,4,10.0,,,
18,963,1185d947-074d622e_3.jpg,brightness,1,1.05,,,
18,963,1185d947-074d622e_3.jpg,brightness,2,1.1,,,
18,963,1185d947-074d622e_3.jpg,brightness,3,1.2,,,
18,963,1185d947-074d622e_3.jpg,brightness,4,1.3,,,
18,963,1185d947-074d622e_3.jpg,blur,1,0.5,,,
18,963,1185d947-074d622e_3.jpg,blur,2,1.0,,,
18,963,1185d947-074d622e_3.jpg,blur,3,1.5,,,
18,963,1185d947-074d622e_3.jpg,blur,4,2.0,,,
18,963,1185d947-074d622e_3.jpg,noise,1,2.5,,,
18,963,1185d947-074d622e_3.jpg,noise,2,5.0,,,
18,963,1185d947-074d622e_3.jpg,noise,3,7.5,,,
18,963,1185d947-074d622e_3.jpg,noise,4,10.0,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,1,1.05,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,2,1.1,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,3,1.2,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,4,1.3,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,1,0.5,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,2,1.0,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,3,1.5,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,4,2.0,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,1,2.5,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,2,5.0,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,3,7.5,,,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,4,10.0,,,
20,1048,49ad12d1-07608615_3.jpg,brightness,1,1.05,,,
20,1048,49ad12d1-07608615_3.jpg,brightness,2,1.1,,,
20,1048,49ad12d1-07608615_3.jpg,brightness,3,1.2,,,
20,1048,49ad12d1-07608615_3.jpg,brightness,4,1.3,,,
20,1048,49ad12d1-07608615_3.jpg,blur,1,0.5,,,
20,1048,49ad12d1-07608615_3.jpg,blur,2,1.0,,,
20,1048,49ad12d1-07608615_3.jpg,blur,3,1.5,,,
20,1048,49ad12d1-07608615_3.jpg,blur,4,2.0,,,
20,1048,49ad12d1-07608615_3.jpg,noise,1,2.5,,,
20,1048,49ad12d1-07608615_3.jpg,noise,2,5.0,,,
20,1048,49ad12d1-07608615_3.jpg,noise,3,7.5,,,
20,1048,49ad12d1-07608615_3.jpg,noise,4,10.0,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,1,1.05,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,2,1.1,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,3,1.2,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,4,1.3,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,1,0.5,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,2,1.0,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,3,1.5,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,4,2.0,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,1,2.5,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,2,5.0,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,3,7.5,,,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,4,10.0,,,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,1,1.05,,,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,2,1.1,,,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,3,1.2,,,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,4,1.3,,,
22,1079,a6d3e858-ce582e01_1.jpg,blur,1,0.5,,,
22,1079,a6d3e858-ce582e01_1.jpg,blur,2,1.0,,,
22,1079,a6d3e858-ce582e01_1.jpg,blur,3,1.5,,,
22,1079,a6d3e858-ce582e01_1.jpg,blur,4,2.0,,,
22,1079,a6d3e858-ce582e01_1.jpg,noise,1,2.5,,,
22,1079,a6d3e858-ce582e01_1.jpg,noise,2,5.0,,,
22,1079,a6d3e858-ce582e01_1.jpg,noise,3,7.5,,,
22,1079,a6d3e858-ce582e01_1.jpg,noise,4,10.0,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,1,1.05,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,2,1.1,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,3,1.2,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,4,1.3,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,1,0.5,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,2,1.0,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,3,1.5,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,4,2.0,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,1,2.5,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,2,5.0,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,3,7.5,,,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,4,10.0,,,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,1,1.05,,,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,2,1.1,,,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,3,1.2,,,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,4,1.3,,,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,1,0.5,,,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,2,1.0,,,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,3,1.5,,,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,4,2.0,,,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,1,2.5,,,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,2,5.0,,,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,3,7.5,,,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,4,10.0,,,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,1,1.05,,,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,2,1.1,,,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,3,1.2,,,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,4,1.3,,,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,1,0.5,,,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,2,1.0,,,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,3,1.5,,,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,4,2.0,,,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,1,2.5,,,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,2,5.0,,,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,3,7.5,,,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,4,10.0,,,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,1,1.05,,,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,2,1.1,,,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,3,1.2,,,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,4,1.3,,,
26,1250,a2c906ad-0c7de904_3.jpg,blur,1,0.5,,,
26,1250,a2c906ad-0c7de904_3.jpg,blur,2,1.0,,,
26,1250,a2c906ad-0c7de904_3.jpg,blur,3,1.5,,,
26,1250,a2c906ad-0c7de904_3.jpg,blur,4,2.0,,,
26,1250,a2c906ad-0c7de904_3.jpg,noise,1,2.5,,,
26,1250,a2c906ad-0c7de904_3.jpg,noise,2,5.0,,,
26,1250,a2c906ad-0c7de904_3.jpg,noise,3,7.5,,,
26,1250,a2c906ad-0c7de904_3.jpg,noise,4,10.0,,,
27,1369,7b999e02-7026a117_3.jpg,brightness,1,1.05,,,
27,1369,7b999e02-7026a117_3.jpg,brightness,2,1.1,,,
27,1369,7b999e02-7026a117_3.jpg,brightness,3,1.2,,,
27,1369,7b999e02-7026a117_3.jpg,brightness,4,1.3,,,
27,1369,7b999e02-7026a117_3.jpg,blur,1,0.5,,,
27,1369,7b999e02-7026a117_3.jpg,blur,2,1.0,,,
27,1369,7b999e02-7026a117_3.jpg,blur,3,1.5,,,
27,1369,7b999e02-7026a117_3.jpg,blur,4,2.0,,,
27,1369,7b999e02-7026a117_3.jpg,noise,1,2.5,,,
27,1369,7b999e02-7026a117_3.jpg,noise,2,5.0,,,
27,1369,7b999e02-7026a117_3.jpg,noise,3,7.5,,,
27,1369,7b999e02-7026a117_3.jpg,noise,4,10.0,,,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,1,1.05,,,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,2,1.1,,,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,3,1.2,,,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,4,1.3,,,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,1,0.5,,,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,2,1.0,,,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,3,1.5,,,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,4,2.0,,,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,1,2.5,,,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,2,5.0,,,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,3,7.5,,,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,4,10.0,,,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,1,1.05,,,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,2,1.1,,,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,3,1.2,,,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,4,1.3,,,
29,1437,665dfaf1-cca6e924_3.jpg,blur,1,0.5,,,
29,1437,665dfaf1-cca6e924_3.jpg,blur,2,1.0,,,
29,1437,665dfaf1-cca6e924_3.jpg,blur,3,1.5,,,
29,1437,665dfaf1-cca6e924_3.jpg,blur,4,2.0,,,
29,1437,665dfaf1-cca6e924_3.jpg,noise,1,2.5,,,
29,1437,665dfaf1-cca6e924_3.jpg,noise,2,5.0,,,
29,1437,665dfaf1-cca6e924_3.jpg,noise,3,7.5,,,
29,1437,665dfaf1-cca6e924_3.jpg,noise,4,10.0,,,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,1,1.05,,,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,2,1.1,,,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,3,1.2,,,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,4,1.3,,,
30,1623,5319f6b5-730a22b5_3.jpg,blur,1,0.5,,,
30,1623,5319f6b5-730a22b5_3.jpg,blur,2,1.0,,,
30,1623,5319f6b5-730a22b5_3.jpg,blur,3,1.5,,,
30,1623,5319f6b5-730a22b5_3.jpg,blur,4,2.0,,,
30,1623,5319f6b5-730a22b5_3.jpg,noise,1,2.5,,,
30,1623,5319f6b5-730a22b5_3.jpg,noise,2,5.0,,,
30,1623,5319f6b5-730a22b5_3.jpg,noise,3,7.5,,,
30,1623,5319f6b5-730a22b5_3.jpg,noise,4,10.0,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,1,1.05,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,2,1.1,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,3,1.2,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,4,1.3,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,blur,1,0.5,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,blur,2,1.0,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,blur,3,1.5,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,blur,4,2.0,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,noise,1,2.5,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,noise,2,5.0,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,noise,3,7.5,,,
31,1632,6fd6feca-46fa4ff6_1.jpg,noise,4,10.0,,,
32,1723,5224f0b3-57a70fe3_1.jpg,brightness,1,1.05,,,
32,1723,5224f0b3-57a70fe3_1.jpg,brightness,2,1.1,,,
32,1723,5224f0b3-57a70fe3_1.jpg,brightness,3,1.2,,,
32,1723,5224f0b3-57a70fe3_1.jpg,brightness,4,1.3,,,
32,1723,5224f0b3-57a70fe3_1.jpg,blur,1,0.5,,,
32,1723,5224f0b3-57a70fe3_1.jpg,blur,2,1.0,,,
32,1723,5224f0b3-57a70fe3_1.jpg,blur,3,1.5,,,
32,1723,5224f0b3-57a70fe3_1.jpg,blur,4,2.0,,,
32,1723,5224f0b3-57a70fe3_1.jpg,noise,1,2.5,,,
32,1723,5224f0b3-57a70fe3_1.jpg,noise,2,5.0,,,
32,1723,5224f0b3-57a70fe3_1.jpg,noise,3,7.5,,,
32,1723,5224f0b3-57a70fe3_1.jpg,noise,4,10.0,,,
33,1741,a0bdf21a-434fc917_1.jpg,brightness,1,1.05,,,
