audit_index,dataset_index,file_name,family,level,parameter,action_and_rationale_labels_still_applicable,scene_semantics_preserved,review_notes
8,422,5149266c-c77bb7ae_3.jpg,noise,2,5.0,true,true,
8,422,5149266c-c77bb7ae_3.jpg,noise,3,7.5,true,true,
8,422,5149266c-c77bb7ae_3.jpg,noise,4,10.0,true,true,
9,442,bc621584-f5b1895d_3.jpg,brightness,1,1.05,true,true,
9,442,bc621584-f5b1895d_3.jpg,brightness,2,1.1,true,true,
9,442,bc621584-f5b1895d_3.jpg,brightness,3,1.2,true,true,
9,442,bc621584-f5b1895d_3.jpg,brightness,4,1.3,true,true,
9,442,bc621584-f5b1895d_3.jpg,blur,1,0.5,true,true,
9,442,bc621584-f5b1895d_3.jpg,blur,2,1.0,true,true,
9,442,bc621584-f5b1895d_3.jpg,blur,3,1.5,true,true,
9,442,bc621584-f5b1895d_3.jpg,blur,4,2.0,true,true,
9,442,bc621584-f5b1895d_3.jpg,noise,1,2.5,true,true,
9,442,bc621584-f5b1895d_3.jpg,noise,2,5.0,true,true,
9,442,bc621584-f5b1895d_3.jpg,noise,3,7.5,true,true,
9,442,bc621584-f5b1895d_3.jpg,noise,4,10.0,true,true,
10,491,a6b73c03-a4eff278_1.jpg,brightness,1,1.05,true,true,
10,491,a6b73c03-a4eff278_1.jpg,brightness,2,1.1,true,true,
10,491,a6b73c03-a4eff278_1.jpg,brightness,3,1.2,true,true,
10,491,a6b73c03-a4eff278_1.jpg,brightness,4,1.3,true,true,
10,491,a6b73c03-a4eff278_1.jpg,blur,1,0.5,true,true,
10,491,a6b73c03-a4eff278_1.jpg,blur,2,1.0,true,true,
10,491,a6b73c03-a4eff278_1.jpg,blur,3,1.5,true,true,
10,491,a6b73c03-a4eff278_1.jpg,blur,4,2.0,true,true,
10,491,a6b73c03-a4eff278_1.jpg,noise,1,2.5,true,true,
10,491,a6b73c03-a4eff278_1.jpg,noise,2,5.0,true,true,
10,491,a6b73c03-a4eff278_1.jpg,noise,3,7.5,true,true,
10,491,a6b73c03-a4eff278_1.jpg,noise,4,10.0,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,1,1.05,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,2,1.1,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,3,1.2,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,brightness,4,1.3,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,1,0.5,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,2,1.0,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,3,1.5,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,blur,4,2.0,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,1,2.5,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,2,5.0,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,3,7.5,true,true,
11,530,0d9d0baa-e58b75c3_3.jpg,noise,4,10.0,true,true,
12,607,940d3f64-5374505f_3.jpg,brightness,1,1.05,true,true,
12,607,940d3f64-5374505f_3.jpg,brightness,2,1.1,true,true,
12,607,940d3f64-5374505f_3.jpg,brightness,3,1.2,true,true,
12,607,940d3f64-5374505f_3.jpg,brightness,4,1.3,true,true,
12,607,940d3f64-5374505f_3.jpg,blur,1,0.5,true,true,
12,607,940d3f64-5374505f_3.jpg,blur,2,1.0,true,true,
12,607,940d3f64-5374505f_3.jpg,blur,3,1.5,true,true,
12,607,940d3f64-5374505f_3.jpg,blur,4,2.0,true,true,
12,607,940d3f64-5374505f_3.jpg,noise,1,2.5,true,true,
12,607,940d3f64-5374505f_3.jpg,noise,2,5.0,true,true,
12,607,940d3f64-5374505f_3.jpg,noise,3,7.5,true,true,
12,607,940d3f64-5374505f_3.jpg,noise,4,10.0,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,1,1.05,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,2,1.1,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,3,1.2,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,brightness,4,1.3,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,blur,1,0.5,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,blur,2,1.0,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,blur,3,1.5,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,blur,4,2.0,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,noise,1,2.5,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,noise,2,5.0,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,noise,3,7.5,true,true,
13,649,8e0572f0-7330c6d6_3.jpg,noise,4,10.0,true,true,
14,736,4e5fe720-b1675c15_1.jpg,brightness,1,1.05,true,true,
14,736,4e5fe720-b1675c15_1.jpg,brightness,2,1.1,true,true,
14,736,4e5fe720-b1675c15_1.jpg,brightness,3,1.2,true,true,
14,736,4e5fe720-b1675c15_1.jpg,brightness,4,1.3,true,true,
14,736,4e5fe720-b1675c15_1.jpg,blur,1,0.5,true,true,
14,736,4e5fe720-b1675c15_1.jpg,blur,2,1.0,true,true,
14,736,4e5fe720-b1675c15_1.jpg,blur,3,1.5,true,true,
14,736,4e5fe720-b1675c15_1.jpg,blur,4,2.0,true,true,
14,736,4e5fe720-b1675c15_1.jpg,noise,1,2.5,true,true,
14,736,4e5fe720-b1675c15_1.jpg,noise,2,5.0,true,true,
14,736,4e5fe720-b1675c15_1.jpg,noise,3,7.5,true,true,
14,736,4e5fe720-b1675c15_1.jpg,noise,4,10.0,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,1,1.05,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,2,1.1,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,3,1.2,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,brightness,4,1.3,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,blur,1,0.5,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,blur,2,1.0,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,blur,3,1.5,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,blur,4,2.0,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,noise,1,2.5,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,noise,2,5.0,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,noise,3,7.5,true,true,
15,816,a4b35e35-1ff0de52_1.jpg,noise,4,10.0,true,true,
16,857,1a02dda3-a8074b35_1.jpg,brightness,1,1.05,true,true,
16,857,1a02dda3-a8074b35_1.jpg,brightness,2,1.1,true,true,
16,857,1a02dda3-a8074b35_1.jpg,brightness,3,1.2,true,true,
16,857,1a02dda3-a8074b35_1.jpg,brightness,4,1.3,true,true,
16,857,1a02dda3-a8074b35_1.jpg,blur,1,0.5,true,true,
16,857,1a02dda3-a8074b35_1.jpg,blur,2,1.0,true,true,
16,857,1a02dda3-a8074b35_1.jpg,blur,3,1.5,true,true,
16,857,1a02dda3-a8074b35_1.jpg,blur,4,2.0,true,true,
16,857,1a02dda3-a8074b35_1.jpg,noise,1,2.5,true,true,
16,857,1a02dda3-a8074b35_1.jpg,noise,2,5.0,true,true,
16,857,1a02dda3-a8074b35_1.jpg,noise,3,7.5,true,true,
16,857,1a02dda3-a8074b35_1.jpg,noise,4,10.0,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,1,1.05,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,2,1.1,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,3,1.2,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,brightness,4,1.3,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,blur,1,0.5,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,blur,2,1.0,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,blur,3,1.5,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,blur,4,2.0,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,noise,1,2.5,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,noise,2,5.0,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,noise,3,7.5,true,true,
17,869,13ca08ab-193c7e8c_1.jpg,noise,4,10.0,true,true,
18,963,1185d947-074d622e_3.jpg,brightness,1,1.05,true,true,
18,963,1185d947-074d622e_3.jpg,brightness,2,1.1,true,true,
18,963,1185d947-074d622e_3.jpg,brightness,3,1.2,true,true,
18,963,1185d947-074d622e_3.jpg,brightness,4,1.3,true,true,
18,963,1185d947-074d622e_3.jpg,blur,1,0.5,true,true,
18,963,1185d947-074d622e_3.jpg,blur,2,1.0,true,true,
18,963,1185d947-074d622e_3.jpg,blur,3,1.5,true,true,
18,963,1185d947-074d622e_3.jpg,blur,4,2.0,true,true,
18,963,1185d947-074d622e_3.jpg,noise,1,2.5,true,true,
18,963,1185d947-074d622e_3.jpg,noise,2,5.0,true,true,
18,963,1185d947-074d622e_3.jpg,noise,3,7.5,true,true,
18,963,1185d947-074d622e_3.jpg,noise,4,10.0,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,1,1.05,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,2,1.1,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,3,1.2,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,brightness,4,1.3,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,1,0.5,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,2,1.0,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,3,1.5,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,blur,4,2.0,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,1,2.5,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,2,5.0,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,3,7.5,true,true,
19,1007,34f33e1d-fe9e0ead_3.jpg,noise,4,10.0,true,true,
20,1048,49ad12d1-07608615_3.jpg,brightness,1,1.05,true,true,
20,1048,49ad12d1-07608615_3.jpg,brightness,2,1.1,true,true,
20,1048,49ad12d1-07608615_3.jpg,brightness,3,1.2,true,true,
20,1048,49ad12d1-07608615_3.jpg,brightness,4,1.3,true,true,
20,1048,49ad12d1-07608615_3.jpg,blur,1,0.5,true,true,
20,1048,49ad12d1-07608615_3.jpg,blur,2,1.0,true,true,
20,1048,49ad12d1-07608615_3.jpg,blur,3,1.5,true,true,
20,1048,49ad12d1-07608615_3.jpg,blur,4,2.0,true,true,
20,1048,49ad12d1-07608615_3.jpg,noise,1,2.5,true,true,
20,1048,49ad12d1-07608615_3.jpg,noise,2,5.0,true,true,
20,1048,49ad12d1-07608615_3.jpg,noise,3,7.5,true,true,
20,1048,49ad12d1-07608615_3.jpg,noise,4,10.0,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,1,1.05,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,2,1.1,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,3,1.2,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,brightness,4,1.3,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,1,0.5,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,2,1.0,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,3,1.5,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,blur,4,2.0,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,1,2.5,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,2,5.0,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,3,7.5,true,true,
21,1058,b74ca6c1-38f5c3c8_3.jpg,noise,4,10.0,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,1,1.05,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,2,1.1,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,3,1.2,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,brightness,4,1.3,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,blur,1,0.5,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,blur,2,1.0,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,blur,3,1.5,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,blur,4,2.0,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,noise,1,2.5,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,noise,2,5.0,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,noise,3,7.5,true,true,
22,1079,a6d3e858-ce582e01_1.jpg,noise,4,10.0,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,1,1.05,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,2,1.1,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,3,1.2,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,brightness,4,1.3,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,1,0.5,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,2,1.0,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,3,1.5,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,blur,4,2.0,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,1,2.5,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,2,5.0,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,3,7.5,true,true,
23,1119,6ec82682-bfd7a6c7_3.jpg,noise,4,10.0,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,1,1.05,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,2,1.1,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,3,1.2,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,brightness,4,1.3,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,1,0.5,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,2,1.0,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,3,1.5,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,blur,4,2.0,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,1,2.5,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,2,5.0,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,3,7.5,true,true,
24,1137,a2aef3f5-91fa455a_1.jpg,noise,4,10.0,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,1,1.05,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,2,1.1,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,3,1.2,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,brightness,4,1.3,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,1,0.5,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,2,1.0,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,3,1.5,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,blur,4,2.0,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,1,2.5,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,2,5.0,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,3,7.5,true,true,
25,1216,9df7ada8-df6efcd6_1.jpg,noise,4,10.0,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,1,1.05,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,2,1.1,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,3,1.2,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,brightness,4,1.3,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,blur,1,0.5,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,blur,2,1.0,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,blur,3,1.5,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,blur,4,2.0,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,noise,1,2.5,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,noise,2,5.0,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,noise,3,7.5,true,true,
26,1250,a2c906ad-0c7de904_3.jpg,noise,4,10.0,true,true,
27,1369,7b999e02-7026a117_3.jpg,brightness,1,1.05,true,true,
27,1369,7b999e02-7026a117_3.jpg,brightness,2,1.1,true,true,
27,1369,7b999e02-7026a117_3.jpg,brightness,3,1.2,true,true,
27,1369,7b999e02-7026a117_3.jpg,brightness,4,1.3,true,true,
27,1369,7b999e02-7026a117_3.jpg,blur,1,0.5,true,true,
27,1369,7b999e02-7026a117_3.jpg,blur,2,1.0,true,true,
27,1369,7b999e02-7026a117_3.jpg,blur,3,1.5,true,true,
27,1369,7b999e02-7026a117_3.jpg,blur,4,2.0,true,true,
27,1369,7b999e02-7026a117_3.jpg,noise,1,2.5,true,true,
27,1369,7b999e02-7026a117_3.jpg,noise,2,5.0,true,true,
27,1369,7b999e02-7026a117_3.jpg,noise,3,7.5,true,true,
27,1369,7b999e02-7026a117_3.jpg,noise,4,10.0,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,1,1.05,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,2,1.1,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,3,1.2,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,brightness,4,1.3,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,1,0.5,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,2,1.0,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,3,1.5,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,blur,4,2.0,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,1,2.5,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,2,5.0,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,3,7.5,true,true,
28,1396,ad09a5b3-92869cc0_3.jpg,noise,4,10.0,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,1,1.05,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,2,1.1,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,3,1.2,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,brightness,4,1.3,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,blur,1,0.5,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,blur,2,1.0,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,blur,3,1.5,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,blur,4,2.0,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,noise,1,2.5,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,noise,2,5.0,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,noise,3,7.5,true,true,
29,1437,665dfaf1-cca6e924_3.jpg,noise,4,10.0,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,1,1.05,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,2,1.1,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,3,1.2,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,brightness,4,1.3,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,blur,1,0.5,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,blur,2,1.0,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,blur,3,1.5,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,blur,4,2.0,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,noise,1,2.5,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,noise,2,5.0,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,noise,3,7.5,true,true,
30,1623,5319f6b5-730a22b5_3.jpg,noise,4,10.0,true,true,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,1,1.05,true,true,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,2,1.1,true,true,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,3,1.2,true,true,
31,1632,6fd6feca-46fa4ff6_1.jpg,brightness,4,1.3,true,true,
31,1632,6fd6feca-46fa4ff6_1.jpg,blur,1,0.5,true,true,
31,1632,6fd6feca-46fa4ff6_1.jpg,blur,2,1.0,true,true,
